GO_Name,Mean_Stationary_Probability
UC_NONE,0.226149
SPC_NONE,0.163083
TPC_NONE,0.189741
SBX_MPOLY,0.056865
TPC_MPOLY,0.039881
UC_MPOLY,0.035356
SBX_NONE,0.020120
SPC_MPOLY,0.036078
SPC_MNUF,0.013593
NONE_MPOLY,0.013120
UC_MNUF,0.014975
NONE_MNUF,0.002337
SBX_MNUF,0.008669
TPC_MNUF,0.080191
