GO_Name,Mean_Stationary_Probability
UC_NONE,0.198009
TPC_NONE,0.175668
SPC_NONE,0.141448
SPC_MPOLY,0.081354
SBX_MPOLY,0.059591
TPC_MPOLY,0.087625
UC_MPOLY,0.088742
NONE_MPOLY,0.020791
UC_MNUF,0.016747
SBX_MNUF,0.047489
NONE_MNUF,0.003871
SBX_NONE,0.008870
TPC_MNUF,0.019472
SPC_MNUF,0.016991
