State,Stationary_Probability
SBX_NONE,0.159055
TPC_MPOLY,0.124035
SPC_MNUF,0.122659
SPC_MPOLY,0.093866
TPC_MNUF,0.077363
NONE_MPOLY,0.072934
UC_MPOLY,0.072247
SPC_NONE,0.069903
SBX_MPOLY,0.062107
NONE_MNUF,0.045804
UC_MNUF,0.040704
UC_NONE,0.030203
SBX_MNUF,0.029121
TPC_NONE,0.000000
