State,Stationary_Probability
UC_MPOLY,0.133623
SPC_MPOLY,0.132068
SBX_NONE,0.111776
SBX_MPOLY,0.110599
UC_MNUF,0.098419
SPC_NONE,0.080678
TPC_MPOLY,0.061266
NONE_MPOLY,0.051669
SPC_MNUF,0.051428
NONE_MNUF,0.049758
TPC_NONE,0.040460
TPC_MNUF,0.039352
UC_NONE,0.020333
SBX_MNUF,0.018572
