State,Stationary_Probability
SBX_MPOLY,0.152493
TPC_MNUF,0.111440
UC_MNUF,0.103448
SPC_MPOLY,0.090760
SBX_MNUF,0.089471
UC_MPOLY,0.081370
NONE_MPOLY,0.080199
SPC_MNUF,0.069902
SBX_NONE,0.060402
NONE_MNUF,0.057493
TPC_MPOLY,0.050834
UC_NONE,0.021511
SPC_NONE,0.020331
TPC_NONE,0.010345
