State,Stationary_Probability
SBX_NONE,0.170832
TPC_MPOLY,0.103788
SPC_MPOLY,0.096234
UC_MPOLY,0.092889
SBX_MNUF,0.088300
UC_MNUF,0.067980
NONE_MNUF,0.066861
TPC_MNUF,0.064329
NONE_MPOLY,0.061610
SPC_NONE,0.051232
SPC_MNUF,0.050634
TPC_NONE,0.032819
SBX_MPOLY,0.031174
UC_NONE,0.021318
