State,Stationary_Probability
TPC_MNUF,0.141398
SBX_MPOLY,0.130754
SPC_MNUF,0.120116
TPC_MPOLY,0.102208
SBX_MNUF,0.101364
SPC_MPOLY,0.088671
NONE_MNUF,0.083532
UC_MPOLY,0.070335
UC_MNUF,0.049495
NONE_MPOLY,0.040316
TPC_NONE,0.021404
SBX_NONE,0.020158
SPC_NONE,0.020110
UC_NONE,0.010136
