GO_Name,Mean_Stationary_Probability
SBX_MPOLY,0.132047
SPC_MNUF,0.094978
NONE_MPOLY,0.087696
TPC_MNUF,0.100171
SBX_MNUF,0.093050
SBX_NONE,0.066502
NONE_MNUF,0.061643
UC_MNUF,0.091465
SPC_MPOLY,0.081650
UC_MPOLY,0.085989
TPC_MPOLY,0.074648
SPC_NONE,0.004965
TPC_NONE,0.012215
UC_NONE,0.012981
