State,Stationary_Probability
UC_NONE,0.230424
TPC_NONE,0.212875
SPC_NONE,0.141257
SPC_MPOLY,0.122993
TPC_MPOLY,0.098479
UC_MPOLY,0.080236
SBX_MPOLY,0.064182
SPC_MNUF,0.039417
TPC_MNUF,0.010137
NONE_MNUF,0.000000
NONE_MPOLY,0.000000
SBX_MNUF,0.000000
SBX_NONE,0.000000
UC_MNUF,0.000000
