State,Stationary_Probability
TPC_MPOLY,0.251322
TPC_NONE,0.141120
TPC_MNUF,0.123563
SPC_MPOLY,0.110398
SPC_MNUF,0.091845
UC_NONE,0.091627
UC_MPOLY,0.071081
SPC_NONE,0.067416
UC_MNUF,0.051626
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
