exec,generation,operator,is_pareto,is_selected,f0,f1,f2
14,1,SPC_MPAR,0,0,-0.5304622301140789,1099818092.0,6313764.0
14,1,SPC_MSWAP,0,0,-0.5303875585466514,890068588.0,6080292.0
14,1,SPC_NONE,1,1,-0.5331486274279712,1865699948.0,5950244.0
14,1,TPC_MPAR,0,0,-0.5223767349843526,1016017772.0,4180260.0
14,1,TPC_MSWAP,1,0,-0.5305584361934672,801601644.0,4885284.0
14,1,TPC_NONE,0,0,-0.5318554362762432,2939635500.0,6316964.0
14,1,UC_MPAR,0,0,-0.5269032171481901,1421648620.0,6195748.0
14,1,UC_MSWAP,1,0,-0.5281417232998132,536668524.0,4534564.0
14,1,UC_NONE,1,0,-0.5285095454960798,872363116.0,3984164.0
14,1,NONE_MPAR,0,0,-0.528913454709334,1491035820.0,6667428.0
14,1,NONE_MSWAP,0,0,-0.528913454709334,1491035820.0,6667428.0
14,1,NONE_NONE,0,0,-0.5305584361934672,983646060.0,5957924.0
14,2,SPC_MPAR,1,1,-0.5510512723845723,974872172.0,5409572.0
14,2,SPC_MSWAP,1,0,-0.539531971341149,997135724.0,4056356.0
14,2,SPC_NONE,0,0,-0.5418595123934831,1458999276.0,6371364.0
14,2,TPC_MPAR,1,0,-0.5459384531915779,1442153196.0,5244452.0
14,2,TPC_MSWAP,0,0,-0.5328235743873385,1181462892.0,5016868.0
14,2,TPC_NONE,0,0,-0.5323026942999337,1421543340.0,9504420.0
14,2,UC_MPAR,0,0,-0.5315113014204806,1449044844.0,5223716.0
14,2,UC_MSWAP,1,0,-0.5450801345582265,812455596.0,4560036.0
14,2,UC_NONE,0,0,-0.5386694260261544,1325973740.0,6318628.0
14,2,NONE_MPAR,0,0,-0.5390646770758364,973021420.0,5938724.0
14,2,NONE_MSWAP,0,0,-0.538200603174621,1372533420.0,6667428.0
14,2,NONE_NONE,0,0,-0.5331486274279712,1865699948.0,5950244.0
14,3,SPC_MPAR,1,1,-0.5510512723845723,974872172.0,5409572.0
14,3,SPC_MSWAP,1,0,-0.5510512723845723,974872172.0,5409572.0
14,3,SPC_NONE,0,0,-0.5404297196962392,3101616492.0,5639460.0
14,3,TPC_MPAR,0,0,-0.5510512723845723,996762732.0,5566244.0
14,3,TPC_MSWAP,1,0,-0.5512971617970897,990202028.0,5716132.0
14,3,TPC_NONE,0,0,-0.5401312341126262,1310010604.0,6047268.0
14,3,UC_MPAR,1,0,-0.5515924763716674,2085661100.0,6361764.0
14,3,UC_MSWAP,0,0,-0.5510512723845723,1099976620.0,5617316.0
14,3,UC_NONE,1,0,-0.5597681285673578,1599977900.0,7291556.0
14,3,NONE_MPAR,0,0,-0.5446638810295295,1032660716.0,6881828.0
14,3,NONE_MSWAP,0,0,-0.5440411311963248,978008684.0,5483300.0
14,3,NONE_NONE,1,0,-0.5510512723845723,974872172.0,5409572.0
14,4,SPC_MPAR,0,0,-0.5510512723845723,974872172.0,5409572.0
14,4,SPC_MSWAP,0,0,-0.5510512723845723,1487022316.0,5910052.0
14,4,SPC_NONE,0,0,-0.5510512723845723,974872172.0,5409572.0
14,4,TPC_MPAR,0,0,-0.5490410348234284,1142724268.0,6718628.0
14,4,TPC_MSWAP,1,1,-0.5541037371584349,1091602732.0,7672740.0
14,4,TPC_NONE,0,0,-0.5512971617970897,990202028.0,5716132.0
14,4,UC_MPAR,0,0,-0.5510512723845723,950732268.0,5471268.0
14,4,UC_MSWAP,0,0,-0.5510512723845723,974872172.0,5409572.0
14,4,UC_NONE,1,0,-0.5536939093377448,672317036.0,4294436.0
14,4,NONE_MPAR,0,0,-0.5510512723845723,979066476.0,5475108.0
14,4,NONE_MSWAP,0,0,-0.5510512723845723,974872172.0,5409572.0
14,4,NONE_NONE,0,0,-0.5510512723845723,974872172.0,5409572.0
14,5,SPC_MPAR,1,1,-0.5541037371584349,1091602732.0,7672740.0
14,5,SPC_MSWAP,0,0,-0.5510512723845723,2799954348.0,7327396.0
14,5,SPC_NONE,1,0,-0.5541037371584349,1091602732.0,7672740.0
14,5,TPC_MPAR,0,0,-0.5510512723845723,1353818476.0,5779748.0
14,5,TPC_MSWAP,1,0,-0.5559912373591311,1998312492.0,5818788.0
14,5,TPC_NONE,1,0,-0.5510512723845723,722066284.0,4421924.0
14,5,UC_MPAR,0,0,-0.5510512723845723,1944398444.0,6356772.0
14,5,UC_MSWAP,0,0,-0.5541037371584349,1603752876.0,8173220.0
14,5,UC_NONE,0,0,-0.5525311867607897,3966873708.0,7933732.0
14,5,NONE_MPAR,0,0,-0.5525311867607897,3966873708.0,7933732.0
14,5,NONE_MSWAP,1,0,-0.5541037371584349,1091602732.0,7672740.0
14,5,NONE_NONE,1,0,-0.5541037371584349,1091602732.0,7672740.0
14,6,SPC_MPAR,0,0,-0.5569606179667328,997801964.0,5423140.0
14,6,SPC_MSWAP,1,1,-0.5565945980453992,927686252.0,5409572.0
14,6,SPC_NONE,0,0,-0.5541037371584349,1091602732.0,7672740.0
14,6,TPC_MPAR,0,0,-0.5541037371584349,2916684908.0,9590564.0
14,6,TPC_MSWAP,1,0,-0.5565945980453992,927686252.0,5409572.0
14,6,TPC_NONE,0,0,-0.5541037371584349,2916684908.0,9590564.0
14,6,UC_MPAR,1,0,-0.5609303583171733,964247532.0,5390372.0
14,6,UC_MSWAP,1,0,-0.5552171875862199,624061036.0,4658980.0
14,6,UC_NONE,0,0,-0.5542511965800712,1457576812.0,6929700.0
14,6,NONE_MPAR,0,0,-0.5541037371584349,1091602732.0,7672740.0
14,6,NONE_MSWAP,0,0,-0.5550551684845448,976737580.0,7746468.0
14,6,NONE_NONE,0,0,-0.5541037371584349,1091602732.0,7672740.0
14,7,SPC_MPAR,0,0,-0.5541037371584349,1603752876.0,8173220.0
14,7,SPC_MSWAP,0,0,-0.5565945980453992,927686252.0,5409572.0
14,7,SPC_NONE,0,0,-0.5551525007752418,1490168044.0,5959204.0
14,7,TPC_MPAR,1,1,-0.5639828230910359,1034732332.0,6492068.0
14,7,TPC_MSWAP,0,0,-0.5510512723845723,1040401516.0,4161316.0
14,7,TPC_NONE,0,0,-0.5565945980453992,927686252.0,5409572.0
14,7,UC_MPAR,0,0,-0.5541037371584349,1091602732.0,7672740.0
