State,Stationary_Probability
SBX_MPOLY,0.758441
SBX_MNUF,0.190916
NONE_MPOLY,0.020498
TPC_MPOLY,0.020096
UC_MPOLY,0.010048
NONE_MNUF,0.000000
SPC_MNUF,0.000000
SPC_MPOLY,0.000000
TPC_MNUF,0.000000
UC_MNUF,0.000000
