GO_Name,Mean_Stationary_Probability
SBX_MPOLY,0.754058
SBX_MNUF,0.164882
SPC_MPOLY,0.014933
NONE_MPOLY,0.036529
UC_MPOLY,0.013838
NONE_MNUF,0.000000
SPC_MNUF,0.000000
TPC_MNUF,0.000000
TPC_MPOLY,0.015760
UC_MNUF,0.000000
