State,Stationary_Probability
SBX_MPOLY,0.730800
SBX_MNUF,0.217736
SPC_MPOLY,0.020586
NONE_MPOLY,0.010293
TPC_MPOLY,0.010293
UC_MPOLY,0.010293
NONE_MNUF,0.000000
SPC_MNUF,0.000000
TPC_MNUF,0.000000
UC_MNUF,0.000000
