State,Stationary_Probability
SBX_MPOLY,0.778738
SBX_MNUF,0.119116
NONE_MPOLY,0.050913
SPC_MPOLY,0.020493
TPC_MPOLY,0.020493
UC_MPOLY,0.010247
NONE_MNUF,0.000000
SPC_MNUF,0.000000
TPC_MNUF,0.000000
UC_MNUF,0.000000
