MUT,NONE_MNUF,NONE_MPOLY,SBX_MNUF,SBX_MPOLY,SPC_MPOLY,TPC_MPOLY,UC_MPOLY
NONE_MNUF,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
NONE_MPOLY,0.000000,0.074074,0.000000,0.740741,0.037037,0.074074,0.074074
SBX_MNUF,0.000000,0.000000,0.589124,0.410121,0.000000,0.000755,0.000000
SBX_MPOLY,0.000000,0.006305,0.343001,0.638714,0.003153,0.004414,0.004414
SPC_MPOLY,0.000000,0.100000,0.000000,0.900000,0.000000,0.000000,0.000000
TPC_MPOLY,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
UC_MPOLY,0.000000,0.181818,0.000000,0.727273,0.000000,0.000000,0.090909
