Execution,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params
1,0.729700029,0.806421757,746234782.0,28.29444051,1328554.0
2,0.754700005,0.798796654,994638942.0,34.77927327,2706474.0
3,0.761200011,0.773536205,361757086.0,24.21102095,7365770.0
Mean,0.7485333483333334,0.7929182053333333,700876936.6666666,29.094911576666664,3800266.0
Std,0.013578977804765965,0.014054228346685141,260355989.00155038,4.351440736217847,2583186.6576139377
