Operator,Count
TPC_MPOLY,9
UC_NONE,5
SPC_NONE,16
SPC_MNUF,28
TPC_MNUF,9
SPC_MPOLY,19
TPC_NONE,6
UC_MPOLY,4
UC_MNUF,4
