Operator,Count
SPC_MPOLY,21
SPC_MNUF,15
TPC_MNUF,13
TPC_MPOLY,13
SPC_NONE,15
TPC_NONE,7
UC_MPOLY,9
UC_MNUF,2
UC_NONE,5
