Operator,Count
SPC_MPOLY,547
SPC_MNUF,456
TPC_MPOLY,402
SPC_NONE,400
TPC_MNUF,356
TPC_NONE,315
UC_MPOLY,190
UC_NONE,175
UC_MNUF,154
SBX_MNUF,3
SBX_MPOLY,2
