Execution,Best_accuracy,Loss,CPU_hrs,Num_params,FLOPs,Acc_mean,Loss_mean,CPU_hrs_mean,Num_params_mean,FLOPs_mean,Acc_std,Loss_std,CPU_hrs_std,Num_params_std,FLOPs_std
1,0.9782999753952026,0.07278970628976822,0.004359237485461765,84086.0,319713,0.9737799882888794,0.08489347696304321,0.0033453492058648005,63458.0,314593.8,0.003370094934317157,0.010266597415947527,0.000513596579506425,26499.476998612634,31836.707640081127
2,0.9697999954223633,0.09773709625005722,0.002989532152811686,29258.0,283533,,,,,,,,,,
3,0.9725000262260437,0.08712111413478851,0.003010789155960083,55879.0,273821,,,,,,,,,,
4,0.9771999716758728,0.07325616478919983,0.003177600039376153,102624.0,338228,,,,,,,,,,
5,0.9710999727249146,0.09356330335140228,0.003189587195714315,45443.0,357674,,,,,,,,,,
