ID,Integer_encoding,Genotype,Mutation type,Crossover type,Search strategy,Type,Accuracy,Loss,FLOPs,CPU Hours,Number of Parameters,Parent1,Parent2,Before Mutation,HD_P1,HD_P2,HD_BM
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1),"[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,5,10,1,7,5,"[0, 2, 1, 1, -1, 0, 0, 2, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 1, 0, 1, 1, 1, -1, 1, 2, 4, 0, 2, 0, 3]",[],99999,99999,99999
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2),"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,6,10,9,9,[],[],[],99999,99999,99999
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1),"[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,5,10,1,7,5,"[0, 2, 1, 1, -1, 0, 0, 2, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 1, 0, 1, 1, 1, -1, 1, 2, 4, 0, 2, 0, 3]","[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]",6,4,0
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2),"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,6,10,9,9,[],[],"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]",99999,99999,0
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2),"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,6,10,9,9,[],[],"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]",99999,99999,0
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1),"[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,5,10,1,7,5,"[0, 2, 1, 1, -1, 0, 0, 2, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 1, 0, 1, 1, 1, -1, 1, 2, 4, 0, 2, 0, 3]","[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]",6,4,0
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1)(1),"[0, 1, 2, 1, -1, 1, 0, 1, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,5,4,4,5,8,"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]",[],99999,99999,99999
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1)(2),"[0, 0, 0, 1, -1, 1, 0, 2, 2, 1, -1, 0, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,5,3,5,5,6,[],[],[],99999,99999,99999
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1),"[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,5,10,1,7,5,"[0, 2, 1, 1, -1, 0, 0, 2, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 1, 0, 1, 1, 1, -1, 1, 2, 4, 0, 2, 0, 3]","[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]",6,4,0
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2),"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,6,10,9,9,[],[],"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]",99999,99999,0
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2)(1),"[0, 0, 0, 1, -1, 1, 0, 2, 2, 1, -1, 0, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,9,9,6,4,2,"[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]",[],99999,99999,99999
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2)(2),"[0, 1, 2, 1, -1, 1, 0, 1, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,9,3,7,8,10,[],[],[],99999,99999,99999
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2),"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,6,10,9,9,[],[],"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]",99999,99999,0
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1),"[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,5,10,1,7,5,"[0, 2, 1, 1, -1, 0, 0, 2, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 1, 0, 1, 1, 1, -1, 1, 2, 4, 0, 2, 0, 3]","[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]",6,4,0
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1)(1),"[0, 1, 2, 1, -1, 1, 0, 1, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,2,5,2,2,8,"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]",[],99999,99999,99999
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1)(2),"[0, 0, 0, 1, -1, 1, 0, 2, 2, 1, -1, 0, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,0,8,0,1,10,[],[],[],99999,99999,99999
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1),"[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,5,10,1,7,5,"[0, 2, 1, 1, -1, 0, 0, 2, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 1, 0, 1, 1, 1, -1, 1, 2, 4, 0, 2, 0, 3]","[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]",6,4,0
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2),"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,6,10,9,9,[],[],"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]",99999,99999,0
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2)(1),"[0, 0, 0, 1, -1, 1, 0, 2, 2, 1, -1, 0, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,1,2,0,3,8,"[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]",[],99999,99999,99999
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2)(2),"[0, 1, 2, 1, -1, 1, 0, 1, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,10,10,9,7,10,[],[],[],99999,99999,99999
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2),"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,6,10,9,9,[],[],"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]",99999,99999,0
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1),"[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,5,10,1,7,5,"[0, 2, 1, 1, -1, 0, 0, 2, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 1, 0, 1, 1, 1, -1, 1, 2, 4, 0, 2, 0, 3]","[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]",6,4,0
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1)(1),"[0, 1, 2, 1, -1, 1, 0, 1, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,0,0,8,4,8,"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]",[],99999,99999,99999
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1)(2),"[0, 0, 0, 1, -1, 1, 0, 2, 2, 1, -1, 0, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,6,2,1,1,8,[],[],[],99999,99999,99999
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1),"[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,5,10,1,7,5,"[0, 2, 1, 1, -1, 0, 0, 2, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 1, 0, 1, 1, 1, -1, 1, 2, 4, 0, 2, 0, 3]","[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]",6,4,0
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2),"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,6,10,9,9,[],[],"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]",99999,99999,0
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2)(1),"[0, 0, 0, 1, -1, 1, 0, 2, 2, 1, -1, 0, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,5,4,6,1,5,"[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]",[],99999,99999,99999
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2)(2),"[0, 1, 2, 1, -1, 1, 0, 1, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,4,10,1,10,[],[],[],99999,99999,99999
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1),"[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,5,10,1,7,5,"[0, 2, 1, 1, -1, 0, 0, 2, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 1, 0, 1, 1, 1, -1, 1, 2, 4, 0, 2, 0, 3]","[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]",6,4,0
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2),"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,6,10,9,9,[],[],"[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]",99999,99999,0
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2)(1),"[0, 0, 0, 1, -1, 1, 0, 2, 2, 1, -1, 0, 2, 2, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [32, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,7,0,10,0,2,"[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 1, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 2, 0, 2, 0, 3]",[],99999,99999,99999
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(2)(2),"[0, 1, 2, 1, -1, 1, 0, 1, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,5,9,1,8,0,[],[],[],99999,99999,99999
930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(2)-930-905(1)-930-905(2)(1)-930-905(1)-930-905(2)(2)(1)(1),"[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,5,10,1,7,5,"[0, 2, 1, 1, -1, 0, 0, 2, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 1, 0, 1, 1, 1, -1, 1, 2, 4, 0, 2, 0, 3]","[0, 0, 2, 1, -1, 1, 0, 2, 1, 1, -1, 0, 2, 3, 0, 2, 0, 3]",6,4,0
