Execution,Best_accuracy,Loss,CPU_hrs,Num_params,FLOPs,Acc_mean,Loss_mean,CPU_hrs_mean,Num_params_mean,FLOPs_mean,Acc_std,Loss_std,CPU_hrs_std,Num_params_std,FLOPs_std
1,0.9758999943733215,0.08061031252145767,0.003031696346071031,85977.0,531963,0.9763200044631958,0.07832486033439637,0.0029149020777808296,81820.4,741211.4,0.002365080101016014,0.007489680914879073,0.000304693178824698,13266.205057965899,362343.21462094475
2,0.9782000184059143,0.07353958487510681,0.0034378357066048516,80374.0,1208370,,,,,,,,,,
3,0.9726999998092651,0.08827529847621918,0.0027210316393110486,73291.0,462803,,,,,,,,,,
4,0.9794999957084656,0.06667530536651611,0.002833587262365553,104363.0,1149405,,,,,,,,,,
5,0.9753000140190125,0.08252380043268204,0.0025503594345516628,65097.0,353516,,,,,,,,,,
