Execution,HD_P1_mean,HD_P2_mean,HD_P1_std,HD_P2_std,HD_BM_mean,HD_BM_std,succ_crossover,succ_mutation
1,5.5,5.3,3.265465557332132,3.045572229332549,1.8181818181818181,2.0465952674019814,2.9444444444444446,7.666666666666667
2,4.28,4.36,2.3477301239056154,2.2835704231643525,2.4150943396226414,2.307462494604366,1.8888888888888888,6.666666666666667
3,3.98,4.0,2.411621522409132,2.740475156178697,3.036363636363636,2.638487476115087,2.0,6.333333333333333
Mean,4.586666666666667,4.553333333333334,,,2.4232132647226985,,2.277777777777778,6.888888888888889
Std,0.5692685365156471,0.4746226571358204,,,0.4307210078727152,,0.4101339738953723,0.4906533814626583
