Execution,HD_P1_mean,HD_P2_mean,HD_P1_std,HD_P2_std,HD_BM_mean,HD_BM_std,succ_crossover,succ_mutation
1,4.54,5.02,2.6742155057939088,2.8175108423817603,2.641509433962264,2.660930574807947,0.7222222222222222,7.222222222222222
2,3.48,3.36,3.0387967543561896,2.981302276741847,2.372549019607843,2.0095848756768198,2.111111111111111,5.444444444444445
3,4.8,5.34,2.2587697572631282,2.3699651250340272,1.9433962264150944,2.0700714809250744,2.4444444444444446,7.666666666666667
Mean,4.273333333333333,4.573333333333333,,,2.3191515599950674,,1.7592592592592595,6.777777777777779
Std,0.4944357052910587,0.751576121671429,,,0.24897688563175188,,0.6458955565405662,0.8314794192830981
