Execution,HD_P1_mean,HD_P2_mean,HD_P1_std,HD_P2_std,HD_BM_mean,HD_BM_std,succ_crossover,succ_mutation
1,4.14,4.04,3.5225802231562344,3.4044388791154194,1.4259259259259258,1.0569063408256325,1.0555555555555556,7.666666666666667
2,4.92,4.86,2.6942114820860077,2.4826746603990935,1.3454545454545455,1.075280873181029,3.111111111111111,6.111111111111111
3,5.06,4.96,3.2097428214098147,3.136096624917084,1.4615384615384615,1.2281268769726867,3.1666666666666665,4.555555555555555
Mean,4.706666666666666,4.62,,,1.4109729776396442,,2.4444444444444446,6.111111111111112
Std,0.35052341814302035,0.35693136595149494,,,0.04205093274936699,,0.8507440461729753,1.0999438818457408
