Execution,HD_P1_mean,HD_P2_mean,HD_P1_std,HD_P2_std,HD_BM_mean,HD_BM_std,succ_crossover,succ_mutation
1,5.24,5.1,3.242322171102756,3.1184114218490104,1.4363636363636363,0.9576908254607628,1.6666666666666667,8.0
2,5.14,5.04,3.6084368259026807,3.613805727586182,1.2727272727272727,1.0083823763012802,1.4444444444444444,9.555555555555555
3,5.36,5.24,3.7458003695022595,3.689809463583589,1.7454545454545454,1.1897429199151452,1.0,7.888888888888889
Mean,5.246666666666666,5.126666666666667,,,1.4848484848484846,,1.3703703703703702,8.481481481481483
Std,0.07788880963698637,0.07257180352359091,,,0.16975107362619293,,0.2400274332743652,0.6589054398021181
