Execution,HD_P1_mean,HD_P2_mean,HD_P1_std,HD_P2_std,HD_BM_mean,HD_BM_std,succ_crossover,succ_mutation
1,5.18,5.02,3.4445461180224703,3.2856521733259645,2.25,1.6434659692725198,3.2777777777777777,6.777777777777778
2,4.56,4.92,2.704191757480318,3.0091018390129336,2.6037735849056602,2.238986915836898,1.6666666666666667,5.111111111111111
3,5.36,4.84,3.1217472867688985,2.8382230715857473,1.9433962264150944,2.3156249724561206,2.2777777777777777,6.555555555555555
Mean,5.033333333333332,4.926666666666667,,,2.2657232704402515,,2.4074074074074074,6.148148148148148
Std,0.2967602848540667,0.06377042156569654,,,0.23367710609594097,,0.5751185241951678,0.6398945386359629
