State,Stationary_Probability
SPC_MNUF,0.236569
SPC_MPOLY,0.211899
SPC_NONE,0.101158
SBX_MPOLY,0.090666
UC_MNUF,0.069320
SBX_NONE,0.059569
SBX_MNUF,0.051297
TPC_MNUF,0.050831
TPC_NONE,0.039365
TPC_MPOLY,0.039031
UC_NONE,0.030116
UC_MPOLY,0.020181
