State,Stationary_Probability
SPC_MPOLY,0.232867
SPC_MNUF,0.148620
SPC_NONE,0.128550
SBX_MNUF,0.103489
SBX_MPOLY,0.101794
TPC_NONE,0.071947
UC_MPOLY,0.042068
TPC_MNUF,0.040095
SBX_NONE,0.039407
UC_MNUF,0.031397
UC_NONE,0.029976
TPC_MPOLY,0.029790
