State,Stationary_Probability
SPC_MPOLY,0.250325
SPC_MNUF,0.142874
SBX_MNUF,0.118941
SBX_MPOLY,0.092596
SBX_NONE,0.082945
TPC_MNUF,0.071419
TPC_MPOLY,0.070234
SPC_NONE,0.069699
UC_MNUF,0.040819
TPC_NONE,0.030405
UC_NONE,0.029742
UC_MPOLY,0.000000
