GO_Name,Mean_Stationary_Probability
SBX_MPOLY,0.306386
SPC_MPOLY,0.168235
TPC_MPOLY,0.160106
UC_MPOLY,0.127378
UC_MNUF,0.024297
TPC_MNUF,0.034733
NONE_MPOLY,0.051854
SPC_MNUF,0.035069
SBX_MNUF,0.039784
NONE_MNUF,0.009137
TPC_NONE,0.009379
SBX_NONE,0.017022
UC_NONE,0.006843
SPC_NONE,0.009778
