GO_Name,Mean_Stationary_Probability
SBX_NONE,0.478603
TPC_MNUF,0.060250
UC_MNUF,0.052635
SPC_MPOLY,0.033249
TPC_MPOLY,0.035127
SPC_NONE,0.018346
TPC_NONE,0.017477
SBX_MNUF,0.054136
NONE_MNUF,0.055232
UC_MPOLY,0.028236
NONE_MPOLY,0.039761
SPC_MNUF,0.062143
UC_NONE,0.020389
SBX_MPOLY,0.044418
