Operator,Count
SPC_MNUF,7
SBX_MNUF,4
UC_MNUF,1
SBX_MPOLY,23
TPC_MPOLY,17
SPC_MPOLY,21
UC_MPOLY,15
TPC_MNUF,2
TPC_NONE,2
UC_NONE,1
SBX_NONE,1
SPC_NONE,2
NONE_MPOLY,2
NONE_MNUF,2
