Operator,Count
SBX_MPOLY,947
SPC_MPOLY,512
TPC_MPOLY,473
UC_MPOLY,404
SBX_MNUF,145
NONE_MPOLY,139
UC_MNUF,96
SPC_MNUF,86
TPC_MNUF,85
SBX_NONE,44
NONE_MNUF,42
SPC_NONE,11
TPC_NONE,9
UC_NONE,7
