CROSS,SPC_MNUF,SPC_MPOLY,SPC_NONE,TPC_MNUF,TPC_MPOLY,TPC_NONE,UC_MNUF,UC_MPOLY,UC_NONE
SPC_MNUF,0.145194,0.171779,0.179959,0.128834,0.120654,0.126789,0.047035,0.049080,0.030675
SPC_MPOLY,0.196262,0.207477,0.143925,0.095327,0.132710,0.100935,0.041121,0.041121,0.041121
SPC_NONE,0.156600,0.203579,0.163311,0.111857,0.131991,0.109620,0.042506,0.040268,0.040268
TPC_MNUF,0.172107,0.151335,0.169139,0.115727,0.089021,0.142433,0.035608,0.062315,0.062315
TPC_MPOLY,0.184539,0.159601,0.114713,0.099751,0.167082,0.127182,0.057357,0.042394,0.047382
TPC_NONE,0.137741,0.168044,0.157025,0.110193,0.159780,0.137741,0.063361,0.024793,0.041322
UC_MNUF,0.161765,0.183824,0.132353,0.169118,0.088235,0.117647,0.014706,0.066176,0.066176
UC_MPOLY,0.147287,0.186047,0.147287,0.093023,0.193798,0.085271,0.046512,0.046512,0.054264
UC_NONE,0.150376,0.195489,0.120301,0.127820,0.120301,0.142857,0.037594,0.052632,0.052632
