Execution,HD_P1,HD_P2,HD_BM,Succ_Crossover_ratio,Succ_Mutation_ratio,NFHT
17,0.125,0.125,0.0,0.0335,0.0135,0.14
Mean,0.125,0.125,0.0,0.0335,0.0135,0.14
Std,0.0,0.0,0.0,0.0,0.0,0.0
