MUT,NONE_MNUF,NONE_MPOLY,SBX_MNUF,SBX_MPOLY,SPC_MPOLY,TPC_MPOLY,UC_MPOLY
NONE_MNUF,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
NONE_MPOLY,0.000000,0.040000,0.000000,0.800000,0.040000,0.040000,0.080000
SBX_MNUF,0.000000,0.000000,0.451965,0.546943,0.000000,0.000000,0.001092
SBX_MPOLY,0.000000,0.006030,0.251256,0.732161,0.002513,0.003518,0.004523
SPC_MPOLY,0.000000,0.071429,0.000000,0.785714,0.071429,0.000000,0.071429
TPC_MPOLY,0.000000,0.000000,0.125000,0.875000,0.000000,0.000000,0.000000
UC_MPOLY,0.000000,0.000000,0.062500,0.875000,0.062500,0.000000,0.000000
