Operator,Count
SBX_MPOLY,5
SBX_MNUF,1
TPC_MPOLY,5
TPC_MNUF,4
TPC_NONE,22
UC_MPOLY,7
NONE_MNUF,1
SPC_MPOLY,6
SPC_NONE,23
NONE_MPOLY,3
UC_NONE,21
SPC_MNUF,2
