Operator,Count
SBX_MNUF,1
TPC_NONE,24
TPC_MPOLY,4
UC_MPOLY,5
SBX_MPOLY,4
SPC_NONE,28
UC_NONE,16
SPC_MPOLY,8
SPC_MNUF,3
NONE_MPOLY,1
SBX_NONE,1
UC_MNUF,2
TPC_MNUF,3
