Operator,Count
TPC_NONE,595
SPC_NONE,575
UC_NONE,548
SPC_MPOLY,214
TPC_MPOLY,181
UC_MPOLY,149
SBX_MPOLY,143
TPC_MNUF,75
UC_MNUF,55
SBX_MNUF,45
SPC_MNUF,42
NONE_MPOLY,41
SBX_NONE,26
NONE_MNUF,11
