Execution,HD_P1_mean,HD_P2_mean,HD_P1_std,HD_P2_std,HD_BM_mean,HD_BM_std,succ_crossover,succ_mutation
1,3.566666666666667,3.566666666666667,2.712465901051627,2.712465901051627,0.9411764705882353,0.8143105085150718,1.1111111111111112,2.3333333333333335
2,5.366666666666666,5.433333333333334,2.797576948291002,2.7124659010516274,1.1333333333333333,0.8995528902176071,1.6111111111111112,5.555555555555555
3,4.4,4.533333333333333,3.489886867052797,3.471393770900051,1.21875,1.0390558679754394,1.4444444444444444,2.888888888888889
4,5.133333333333334,5.133333333333334,4.415750284460461,4.415750284460461,1.7333333333333334,1.112106833535071,1.3888888888888888,3.5555555555555554
5,4.2,4.1,3.1006117305216203,2.99827536634209,1.5,0.9923953268977463,1.6111111111111112,5.666666666666667
Mean,4.533333333333333,4.553333333333333,,,1.3053186274509803,,1.4333333333333331,4.0
Std,0.59410686156866,0.6178217410416244,,,0.2552025353600742,,0.16789669565397242,1.2521586299538494
