Execution,HD_P1_mean,HD_P2_mean,HD_P1_std,HD_P2_std,HD_BM_mean,HD_BM_std,succ_crossover,succ_mutation
1,4.166666666666667,4.166666666666667,2.6403152023605236,2.6403152023605236,1.9142857142857144,1.9000221139801097,2.388888888888889,1.7777777777777777
2,3.2333333333333334,3.2,2.8245638458955447,2.7593102586422344,3.3225806451612905,2.6506237853782464,1.2777777777777777,0.6666666666666666
3,3.3333333333333335,3.3333333333333335,2.868777624262861,2.868777624262861,3.2857142857142856,2.792547103941327,1.6666666666666667,1.2222222222222223
4,4.3,4.4,3.2179453714743365,3.358981783322091,2.411764705882353,2.284568085415358,2.3333333333333335,1.3333333333333333
5,4.333333333333333,4.466666666666667,2.454177765718516,2.192987779787851,2.7714285714285714,2.237195122649503,1.9444444444444444,2.0
Mean,3.8733333333333335,3.913333333333334,,,2.741154784494443,,1.922222222222222,1.4
Std,0.44363815752797314,0.49201023777364034,,,0.4878059496617221,,0.3803290756191497,0.4235845468295051
