Execution,HD_P1_mean,HD_P2_mean,HD_P1_std,HD_P2_std,HD_BM_mean,HD_BM_std,succ_crossover,succ_mutation
1,4.133333333333334,4.233333333333333,2.208655907908751,2.568822799399103,2.5806451612903225,1.9625526497971477,1.3333333333333333,1.8888888888888888
2,3.6333333333333333,3.7333333333333334,3.1675437381878937,3.2048813344359712,3.057142857142857,2.775341602110155,1.6111111111111112,2.4444444444444446
3,3.6666666666666665,4.0,2.468188409135029,2.652259934210953,2.272727272727273,2.5282494842371577,1.6666666666666667,1.4444444444444444
4,3.466666666666667,3.5,2.897482061868645,3.002872188307445,3.0,2.7838821814150108,1.2222222222222223,0.6666666666666666
5,4.333333333333333,4.333333333333333,3.2306008124179324,3.2306008124179324,2.8666666666666667,2.224213667070142,1.6666666666666667,2.2222222222222223
Mean,3.8466666666666667,3.96,,,2.755436391565424,,1.5000000000000002,1.7333333333333336
Std,0.30037014202850154,0.28244960219086473,,,0.26669907874839427,,0.1697250257391052,0.5759229486644494
