Execution,HD_P1_mean,HD_P2_mean,HD_P1_std,HD_P2_std,HD_BM_mean,HD_BM_std,succ_crossover,succ_mutation
1,4.9,4.966666666666667,2.73357161843319,2.7975769482910016,2.9705882352941178,1.8337789119845433,1.9444444444444444,2.2222222222222223
2,3.2666666666666666,3.4,2.1485092399203194,2.2529673919001842,1.7714285714285714,2.0592076472405063,1.6111111111111112,1.3333333333333333
3,4.6,4.666666666666667,2.485821865063462,2.564120247507547,1.6571428571428573,1.8620491107262187,1.9444444444444444,1.6666666666666667
4,5.4,5.6,2.513412297914997,2.660049260627614,3.5142857142857142,2.7372316260758636,2.888888888888889,2.111111111111111
5,2.966666666666667,3.1,3.167543738187894,3.3666723568860535,1.7142857142857142,1.9489277379449172,1.6666666666666667,2.0
Mean,4.226666666666667,4.346666666666667,,,2.325546218487395,,2.011111111111111,1.8666666666666667
Std,0.8639701640939024,0.8667948623136463,,,0.7019769246625921,,0.4199255273970264,0.29675889813348344
