Execution,HD_P1_mean,HD_P2_mean,HD_P1_std,HD_P2_std,HD_BM_mean,HD_BM_std,succ_crossover,succ_mutation
1,3.566666666666667,3.6666666666666665,2.445027795249009,2.5908770094624174,1.411764705882353,1.233807780786253,1.6666666666666667,2.6666666666666665
2,3.2333333333333334,2.7666666666666666,2.8367457476449327,2.5145553296253245,1.4,0.8471405189362209,1.3888888888888888,3.111111111111111
3,3.7,3.6,2.291664054334979,2.283373185322162,1.4705882352941178,1.1608589849278423,2.0555555555555554,5.555555555555555
4,4.366666666666666,4.2,2.8343135559308417,2.7717789631732277,1.4,1.1427520960125939,1.7222222222222223,5.888888888888889
5,3.8666666666666667,3.966666666666667,2.4173700918393815,2.4980452127728734,1.6764705882352942,1.1206218034562159,1.6111111111111112,3.6666666666666665
Mean,3.746666666666667,3.6400000000000006,,,1.4717647058823529,,1.6888888888888889,4.177777777777778
Std,0.34080514689210323,0.444472221354221,,,0.09644188956197272,,0.1966802673681741,1.1908429770061097
