Execution,HD_P1_mean,HD_P2_mean,HD_P1_std,HD_P2_std,HD_BM_mean,HD_BM_std,succ_crossover,succ_mutation
1,4.4,4.533333333333333,2.3576727274274463,2.6094435043316904,,,1.6111111111111112,0.7777777777777778
2,4.0,4.0,2.6129650221341563,2.5596335944683637,,,1.5555555555555556,0.0
3,3.1333333333333333,3.1333333333333333,3.0369373562434783,3.0369373562434783,,,0.9444444444444444,0.0
4,3.7333333333333334,3.6,2.8639655812482654,2.7742659793426316,,,1.1666666666666667,0.0
5,3.0,3.0,2.0171676968565055,2.0171676968565055,,,1.7777777777777777,0.0
Mean,3.6533333333333333,3.6533333333333333,,,,,1.4111111111111112,0.15555555555555556
Std,0.4798147790785756,0.5155363981114988,,,,,0.28072510461684735,0.2840042890767528
