Execution,HD_P1_mean,HD_P2_mean,HD_P1_std,HD_P2_std,HD_BM_mean,HD_BM_std,succ_crossover,succ_mutation
1,,,,,1.6857142857142857,0.5826626797035552,0.0,6.444444444444445
2,,,,,3.3666666666666667,2.3559657706859154,0.0,3.2222222222222223
3,,,,,5.685714285714286,3.579117773085072,0.0,1.3333333333333333
4,,,,,4.6,3.0214916456455545,0.0,2.6666666666666665
5,,,,,3.742857142857143,2.417374087515541,0.0,2.6666666666666665
Mean,,,,,3.8161904761904757,,0.0,3.266666666666667
Std,,,,,1.2148974493953146,,0.0,1.5576705198981173
