CROSS,SPC_MNUF,SPC_MPOLY,SPC_NONE,TPC_MNUF,TPC_MPOLY,TPC_NONE,UC_MNUF,UC_MPOLY,UC_NONE
SPC_MNUF,0.165680,0.209073,0.140039,0.124260,0.126233,0.094675,0.045365,0.049310,0.045365
SPC_MPOLY,0.179487,0.168498,0.139194,0.155678,0.124542,0.115385,0.036630,0.036630,0.043956
SPC_NONE,0.163121,0.205674,0.148936,0.139480,0.108747,0.118203,0.052009,0.026005,0.037825
TPC_MNUF,0.157635,0.189655,0.133005,0.133005,0.135468,0.105911,0.036946,0.054187,0.054187
TPC_MPOLY,0.160305,0.152672,0.175573,0.137405,0.147583,0.104326,0.033079,0.048346,0.040712
TPC_NONE,0.195719,0.171254,0.149847,0.131498,0.134557,0.116208,0.033639,0.027523,0.039755
UC_MNUF,0.171875,0.156250,0.117188,0.132812,0.156250,0.125000,0.093750,0.007812,0.039062
UC_MPOLY,0.150442,0.221239,0.123894,0.115044,0.150442,0.106195,0.070796,0.035398,0.026549
UC_NONE,0.204724,0.157480,0.094488,0.173228,0.157480,0.102362,0.039370,0.031496,0.039370
