State,Stationary_Probability
SBX_MPOLY,0.758974
SBX_MNUF,0.190476
UC_MPOLY,0.020513
NONE_MPOLY,0.020513
TPC_MPOLY,0.009524
NONE_MNUF,0.000000
SPC_MNUF,0.000000
SPC_MPOLY,0.000000
TPC_MNUF,0.000000
UC_MNUF,0.000000
