State,Stationary_Probability
SBX_MPOLY,0.565657
SBX_MNUF,0.383838
NONE_MPOLY,0.020202
SPC_MPOLY,0.010101
TPC_MPOLY,0.010101
UC_MPOLY,0.010101
NONE_MNUF,0.000000
SPC_MNUF,0.000000
TPC_MNUF,0.000000
UC_MNUF,0.000000
