Execution,Generation,HD_P1,HD_P2,HD_BM,HD_PB,Succ_Crossover_ratio,Succ_Mutation_ratio,NFHT,HV
1,1.0,0.0,0.0,0.0,0.0,0.26,0.405,0.0333333333333333,0.6813607829875282
1,2.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0333333333333333,0.6827985240576008
1,3.0,0.0,0.0,0.0,0.0,0.18,0.295,0.0333333333333333,0.6910789537032371
1,4.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0333333333333333,0.6920036247618997
1,5.0,0.0,0.0,0.0,0.0,0.14,0.385,0.0333333333333333,0.6940260178100683
1,6.0,0.0,0.0,0.5,1.0,0.2,0.385,0.2,0.6967631267506911
1,7.0,0.0,0.0,0.5,0.0,0.2,0.34,0.2,0.7004752529639016
1,8.0,0.25,0.75,0.25,1.0,0.18,0.315,0.2666666666666666,0.7089183680954082
1,9.0,0.25,0.75,0.25,0.0,0.0,0.28,0.2666666666666666,0.7089315816069311
1,10.0,0.25,0.75,0.25,0.0,0.12,0.27,0.2666666666666666,0.7092473161784867
1,11.0,0.125,0.375,0.375,0.75,0.16,0.275,0.3666666666666666,0.7113137644609767
1,12.0,0.0,0.0,0.125,0.75,0.16,0.325,0.4,0.7137063451272395
1,13.0,0.0,0.0,0.125,0.0,0.11,0.255,0.4,0.7137372307176223
1,14.0,0.0,0.0,0.125,0.0,0.16,0.23,0.4,0.7139518288084922
1,15.0,0.0,0.0,0.125,0.0,0.0,0.17,0.4,0.7139897556088953
1,16.0,0.0,0.0,0.125,0.0,0.12,0.18,0.4,0.7146223972502138
1,17.0,0.0,0.0,0.125,0.0,0.13,0.265,0.4,0.7147870757508883
1,18.0,0.0,0.0,0.125,0.0,0.07,0.185,0.4,0.7171402933044535
1,19.0,0.0,0.0,0.125,0.0,0.17,0.19,0.4,0.7173968904579711
1,20.0,0.625,0.25,0.125,0.375,0.17,0.175,0.6666666666666666,0.7177378005518477
1,21.0,0.625,0.25,0.125,0.0,0.16,0.22,0.6666666666666666,0.7192954307697259
1,22.0,0.625,0.25,0.125,0.0,0.16,0.14,0.6666666666666666,0.7193969255310193
1,23.0,0.625,0.25,0.125,0.0,0.1,0.15,0.6666666666666666,0.7194428210439954
1,24.0,0.625,0.25,0.125,0.0,0.14,0.18,0.6666666666666666,0.719564442456762
1,25.0,0.625,0.25,0.125,0.0,0.18,0.205,0.6666666666666666,0.7195778370389108
1,26.0,0.625,0.25,0.125,0.0,0.15,0.165,0.6666666666666666,0.7197045858285596
1,27.0,0.625,0.25,0.125,0.0,0.09,0.255,0.6666666666666666,0.7197925149966927
1,28.0,0.625,0.25,0.125,0.0,0.12,0.195,0.6666666666666666,0.720171653329949
1,29.0,0.625,0.25,0.125,0.0,0.15,0.215,0.6666666666666666,0.7201939344047749
1,30.0,0.625,0.25,0.125,0.0,0.13,0.2,0.6666666666666666,0.7203769879861344
1,30.0,0.625,0.25,0.125,0.0,0.13,0.2,0.6666666666666666,0.7203769879861344
2,1.0,0.0,0.0,0.0,0.0,0.24,0.465,0.0333333333333333,0.6898019189587322
2,2.0,0.625,0.375,0.125,1.0,0.3,0.35,0.0666666666666666,0.6912141471399056
2,3.0,0.0,0.0,0.5,0.5,0.19,0.355,0.1,0.6928355595656758
2,4.0,0.0,0.0,0.5,0.0,0.2,0.275,0.1,0.6999546765910634
2,5.0,0.0,0.0,0.5,0.0,0.24,0.36,0.1,0.7032468312869135
2,6.0,0.0,0.0,0.5,0.0,0.2,0.395,0.1,0.7038650325934658
2,7.0,0.375,0.375,0.125,0.75,0.17,0.43,0.2333333333333333,0.7056860015588174
2,8.0,0.375,0.375,0.125,0.0,0.18,0.36,0.2333333333333333,0.7072051449441669
2,9.0,0.375,0.375,0.125,0.0,0.16,0.39,0.2333333333333333,0.7076888247349429
2,10.0,0.375,0.375,0.125,0.0,0.13,0.365,0.2333333333333333,0.7116453066869673
2,11.0,0.75,0.125,0.0,0.625,0.08,0.345,0.3666666666666666,0.713826797304002
2,12.0,0.75,0.125,0.0,0.0,0.0,0.4,0.3666666666666666,0.7139850961140876
2,13.0,0.5,0.5,0.25,0.75,0.14,0.365,0.4333333333333333,0.719824673174188
2,14.0,0.5,0.5,0.25,0.0,0.15,0.355,0.4333333333333333,0.7200157130570801
2,15.0,0.5,0.5,0.25,0.0,0.11,0.28,0.4333333333333333,0.7207839246638429
2,16.0,0.5,0.5,0.25,0.0,0.17,0.305,0.4333333333333333,0.7209251327469035
2,17.0,0.0,0.0,0.25,0.5,0.1,0.4,0.5666666666666667,0.7218516252087819
2,18.0,0.0,0.0,0.25,0.0,0.0,0.37,0.5666666666666667,0.7218947576577419
2,19.0,0.0,0.0,0.25,0.0,0.14,0.375,0.5666666666666667,0.7219651803245688
2,20.0,0.0,0.0,0.25,0.0,0.14,0.29,0.5666666666666667,0.7223790174693505
2,21.0,0.0,0.0,0.25,0.0,0.14,0.325,0.5666666666666667,0.7224410395810614
2,22.0,0.0,0.0,0.25,0.0,0.0,0.35,0.5666666666666667,0.7224845654576117
2,23.0,0.0,0.0,0.25,0.0,0.0,0.31,0.5666666666666667,0.72248463621794
2,24.0,0.0,0.0,0.25,0.0,0.13,0.3,0.5666666666666667,0.7226510801567103
