Execution,Generation,HD_P1,HD_P2,HD_BM,HD_PB,Succ_Crossover_ratio,Succ_Mutation_ratio,NFHT,HV
1,1.0,0.625,0.25,0.0,0.0,0.25,0.0,0.0333333333333333,0.6863005737553791
1,2.0,0.125,0.875,0.0,0.375,0.17,0.0,0.0666666666666666,0.6995265032998781
1,3.0,0.125,0.875,0.0,0.0,0.13,0.0,0.0666666666666666,0.7043554424627838
1,4.0,0.125,0.875,0.0,0.0,0.14,0.0,0.0666666666666666,0.7088808938192735
1,5.0,0.125,0.875,0.0,0.0,0.07,0.0,0.0666666666666666,0.7108166074304565
1,6.0,0.125,0.875,0.0,0.0,0.12,0.0,0.0666666666666666,0.7117419620158736
1,7.0,0.125,0.625,0.0,0.375,0.17,0.0,0.2333333333333333,0.713506616867143
1,8.0,0.125,0.625,0.0,0.625,0.11,0.0,0.2666666666666666,0.7155018903188921
1,9.0,0.5,0.375,0.0,0.75,0.12,0.0,0.3,0.7159249880267238
1,10.0,0.5,0.375,0.0,0.375,0.13,0.0,0.3333333333333333,0.7194827222281758
1,11.0,0.25,0.125,0.0,0.125,0.13,0.0,0.3666666666666666,0.721512076220872
1,12.0,0.25,0.125,0.0,0.0,0.06,0.0,0.3666666666666666,0.721565583931701
1,13.0,0.25,0.125,0.0,0.0,0.06,0.0,0.3666666666666666,0.7216662321142353
1,14.0,0.25,0.125,0.0,0.0,0.07,0.0,0.3666666666666666,0.7216809184795538
1,15.0,0.25,0.125,0.0,0.0,0.09,0.0,0.3666666666666666,0.7217196317634331
1,16.0,0.25,0.125,0.0,0.0,0.06,0.0,0.3666666666666666,0.7217374174255751
1,17.0,0.25,0.125,0.0,0.0,0.06,0.0,0.3666666666666666,0.7217538570950648
1,18.0,0.25,0.125,0.0,0.0,0.04,0.0,0.3666666666666666,0.7217585149575182
1,19.0,0.25,0.125,0.0,0.0,0.07,0.0,0.3666666666666666,0.7217836858244764
1,20.0,0.25,0.125,0.0,0.0,0.1,0.0,0.3666666666666666,0.7217775930563872
1,21.0,0.25,0.125,0.0,0.0,0.04,0.0,0.3666666666666666,0.7217856761957564
1,22.0,0.25,0.125,0.0,0.0,0.15,0.0,0.3666666666666666,0.7217876945786469
1,23.0,0.25,0.125,0.0,0.0,0.07,0.0,0.3666666666666666,0.7218724175137566
1,24.0,0.25,0.125,0.0,0.0,0.03,0.0,0.3666666666666666,0.7218762852102611
1,25.0,0.25,0.125,0.0,0.0,0.06,0.0,0.3666666666666666,0.7218743364005246
1,26.0,0.25,0.125,0.0,0.0,0.06,0.0,0.3666666666666666,0.7218708278826279
1,27.0,0.25,0.125,0.0,0.0,0.12,0.0,0.3666666666666666,0.7218862237497169
1,28.0,0.25,0.125,0.0,0.0,0.05,0.0,0.3666666666666666,0.7218976244397955
1,29.0,0.25,0.125,0.0,0.0,0.09,0.0,0.3666666666666666,0.7218603846127158
1,30.0,0.25,0.125,0.0,0.0,0.15,0.0,0.3666666666666666,0.7218975347423777
1,30.0,0.25,0.125,0.0,0.0,0.15,0.0,0.3666666666666666,0.7218975347423777
2,1.0,0.5,0.5,0.0,0.0,0.21,0.0,0.0333333333333333,0.666308633289474
2,2.0,0.625,0.375,0.0,1.0,0.19,0.0,0.0666666666666666,0.6803793072074953
2,3.0,0.125,0.875,0.0,0.875,0.28,0.0,0.1,0.6908228141429359
2,4.0,0.75,0.25,0.0,0.875,0.16,0.0,0.1333333333333333,0.6992598816118455
2,5.0,0.625,0.125,0.0,0.875,0.13,0.0,0.1666666666666666,0.7018515015520032
