Execution,Generation,HD_P1,HD_P2,HD_BM,HD_PB,Succ_Crossover_ratio,Succ_Mutation_ratio,NFHT,HV
1,1.0,0.0,0.0,0.0,0.0,0.26,0.405,0.0333333333333333,0.6813607829875282
1,2.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0333333333333333,0.6827985240576008
1,3.0,0.0,0.0,0.0,0.0,0.18,0.295,0.0333333333333333,0.6910789537032371
1,4.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0333333333333333,0.6920036247618997
1,5.0,0.0,0.0,0.0,0.0,0.14,0.385,0.0333333333333333,0.6940260178100683
1,6.0,0.0,0.0,0.5,1.0,0.2,0.385,0.2,0.6967631267506911
1,7.0,0.0,0.0,0.5,0.0,0.2,0.0,0.2,0.7007841788434815
1,8.0,0.625,0.125,0.0,0.125,0.15,0.0,0.2666666666666666,0.7059318121484599
1,9.0,0.625,0.125,0.0,0.0,0.0,0.21,0.2666666666666666,0.7066698266891984
1,10.0,0.625,0.125,0.0,0.0,0.0,0.21,0.2666666666666666,0.7069633936534325
1,11.0,0.5,0.375,0.0,0.625,0.26,0.0,0.3666666666666666,0.7098928553143972
1,12.0,0.625,0.375,0.0,0.875,0.11,0.0,0.4,0.7147251077704084
1,13.0,0.625,0.375,0.0,0.0,0.0,0.14,0.4,0.7147385714957109
1,14.0,0.625,0.375,0.0,0.0,0.0,0.2,0.4,0.7148606792609793
1,15.0,0.625,0.125,0.0,0.625,0.23,0.0,0.5,0.7186996160674977
1,16.0,0.625,0.125,0.0,0.0,0.12,0.14,0.5,0.7187003800720447
1,17.0,0.625,0.125,0.0,0.0,0.11,0.155,0.5,0.7187801846859061
1,18.0,0.625,0.125,0.0,0.0,0.0,0.16,0.5,0.7188750383591014
1,19.0,0.375,0.25,0.25,0.5,0.13,0.145,0.6333333333333333,0.7201029689128613
1,20.0,0.375,0.25,0.25,0.0,0.07,0.0,0.6333333333333333,0.7203414383468181
1,21.0,0.375,0.25,0.25,0.0,0.14,0.135,0.6333333333333333,0.7203523814799413
1,22.0,0.375,0.25,0.25,0.0,0.11,0.0,0.6333333333333333,0.7208411744757515
1,23.0,0.375,0.25,0.25,0.0,0.11,0.135,0.6333333333333333,0.7208815646016303
1,24.0,0.375,0.25,0.25,0.0,0.0,0.08,0.6333333333333333,0.7209482606751345
1,25.0,0.375,0.25,0.25,0.0,0.04,0.0,0.6333333333333333,0.7210930246752393
1,26.0,0.5,0.375,0.0,0.5,0.1,0.0,0.8666666666666667,0.7215064072022682
1,27.0,0.5,0.375,0.0,0.0,0.07,0.0,0.8666666666666667,0.7215671965882886
1,28.0,0.5,0.125,0.0,0.125,0.08,0.0,0.9333333333333332,0.7232442845292683
1,29.0,0.5,0.125,0.0,0.0,0.07,0.0,0.9333333333333332,0.7236804678990322
1,30.0,0.375,0.375,0.0,0.375,0.06,0.0,1.0,0.7238157013324384
1,30.0,0.375,0.375,0.0,0.375,0.06,0.0,1.0,0.7238157013324384
2,1.0,0.0,0.0,0.25,0.0,0.0,0.49,0.0333333333333333,0.6652547706716104
2,2.0,0.0,0.0,0.25,0.0,0.0,0.42,0.0333333333333333,0.6774407355204464
2,3.0,0.0,0.0,0.25,0.0,0.22,0.43,0.0333333333333333,0.6879597479178703
2,4.0,0.0,0.0,0.25,0.0,0.0,0.36,0.0333333333333333,0.6900408819108096
2,5.0,0.0,0.0,0.25,0.0,0.15,0.4,0.0333333333333333,0.6919882770274319
2,6.0,0.25,0.625,0.25,0.875,0.21,0.36,0.2,0.6996226398999508
2,7.0,0.75,0.25,0.375,0.375,0.13,0.34,0.2333333333333333,0.7022688012604045
2,8.0,0.75,0.25,0.375,0.0,0.16,0.0,0.2333333333333333,0.7128778127809728
2,9.0,0.75,0.25,0.375,0.0,0.16,0.29,0.2333333333333333,0.7132364692324966
2,10.0,0.75,0.25,0.375,0.0,0.17,0.33,0.2333333333333333,0.7141706055095929
2,11.0,0.0,0.0,0.125,0.375,0.16,0.295,0.3666666666666666,0.7145391715280955
2,12.0,0.0,0.0,0.125,0.0,0.11,0.265,0.3666666666666666,0.7147100832208094
2,13.0,0.0,0.0,0.125,0.0,0.0,0.26,0.3666666666666666,0.714790505631907
2,14.0,0.75,0.25,0.0,0.5,0.19,0.0,0.4666666666666667,0.7179485404061152
2,15.0,0.75,0.25,0.0,0.0,0.27,0.235,0.4666666666666667,0.7180096103540436
2,16.0,0.75,0.25,0.0,0.0,0.0,0.19,0.4666666666666667,0.7180731378031584
2,17.0,0.75,0.25,0.0,0.0,0.0,0.27,0.4666666666666667,0.7180777447770789
2,18.0,0.75,0.25,0.0,0.0,0.0,0.25,0.4666666666666667,0.7181024107519998
2,19.0,0.75,0.25,0.0,0.0,0.14,0.285,0.4666666666666667,0.7186220320366372
2,20.0,0.75,0.25,0.0,0.0,0.0,0.29,0.4666666666666667,0.7186291054753404
2,21.0,0.75,0.25,0.0,0.0,0.11,0.295,0.4666666666666667,0.7194274610272395
2,22.0,0.75,0.25,0.0,0.0,0.09,0.275,0.4666666666666667,0.7195406132342245
2,23.0,0.75,0.25,0.0,0.0,0.1,0.0,0.4666666666666667,0.7203090406669622
