Execution,Generation,HD_P1,HD_P2,HD_BM,HD_PB,Succ_Crossover_ratio,Succ_Mutation_ratio,NFHT,HV
7,27.0,0.0,0.0,0.125,0.0,0.1,0.25,0.6,0.7248014445971597
7,28.0,0.0,0.0,0.125,0.0,0.11,0.235,0.6,0.7248322668649139
7,29.0,0.0,0.0,0.125,0.0,0.1,0.245,0.6,0.7248329938431779
7,30.0,0.0,0.0,0.125,0.0,0.1,0.26,0.6,0.7248942512333922
7,30.0,0.0,0.0,0.125,0.0,0.1,0.26,0.6,0.7248942512333922
8,1.0,0.0,0.0,0.5,0.0,0.25,0.47,0.0333333333333333,0.6772342742910185
8,2.0,0.875,0.125,0.25,1.0,0.19,0.41,0.0666666666666666,0.6871737530531237
8,3.0,0.875,0.125,0.25,0.0,0.21,0.395,0.0666666666666666,0.6918260547750191
8,4.0,0.875,0.125,0.25,0.0,0.19,0.285,0.0666666666666666,0.6953039176685036
8,5.0,0.0,0.0,0.5,1.0,0.16,0.295,0.1666666666666666,0.7013606493210112
8,6.0,0.0,0.0,0.5,0.0,0.19,0.285,0.1666666666666666,0.7027913690709531
8,7.0,0.0,0.0,0.5,0.0,0.2,0.33,0.1666666666666666,0.706060157186136
8,8.0,0.0,0.0,0.5,0.0,0.16,0.37,0.1666666666666666,0.714604573378876
8,9.0,0.0,0.0,0.5,0.0,0.17,0.265,0.1666666666666666,0.7153116005276189
8,10.0,0.0,0.0,0.5,0.0,0.16,0.23,0.1666666666666666,0.717162824445392
8,11.0,0.0,0.0,0.5,0.0,0.13,0.255,0.1666666666666666,0.7174798071670188
8,12.0,0.0,0.0,0.5,0.0,0.13,0.275,0.1666666666666666,0.7175924763688846
8,13.0,0.0,0.0,0.5,0.0,0.15,0.24,0.1666666666666666,0.7176623486777527
8,14.0,0.0,0.0,0.5,0.0,0.1,0.24,0.1666666666666666,0.7178578099068309
8,15.0,0.0,0.0,0.5,0.0,0.12,0.225,0.1666666666666666,0.7194015357212512
8,16.0,0.0,0.0,0.5,0.0,0.14,0.245,0.1666666666666666,0.719412584896571
8,17.0,0.0,0.0,0.5,0.0,0.15,0.245,0.1666666666666666,0.7200852911767369
8,18.0,0.0,0.0,0.5,0.0,0.14,0.175,0.1666666666666666,0.720089617903057
8,19.0,0.0,0.0,0.5,0.0,0.08,0.185,0.1666666666666666,0.7201917070028145
8,20.0,0.0,0.0,0.5,0.0,0.1,0.235,0.1666666666666666,0.7210899712818191
8,21.0,0.0,0.0,0.5,0.0,0.1,0.2,0.1666666666666666,0.7211114613372218
8,22.0,0.0,0.0,0.5,0.0,0.09,0.235,0.1666666666666666,0.7211191733834929
8,23.0,0.0,0.0,0.5,0.0,0.1,0.205,0.1666666666666666,0.7211507543389831
8,24.0,0.0,0.0,0.5,0.0,0.13,0.24,0.1666666666666666,0.7237814935766292
8,25.0,0.0,0.0,0.5,0.0,0.11,0.185,0.1666666666666666,0.7237927036887024
8,26.0,0.0,0.0,0.5,0.0,0.11,0.155,0.1666666666666666,0.7238226164999202
8,27.0,0.0,0.0,0.5,0.0,0.15,0.155,0.1666666666666666,0.7238437061899459
8,28.0,0.0,0.0,0.5,0.0,0.07,0.225,0.1666666666666666,0.7238689850519172
8,29.0,0.0,0.0,0.5,0.0,0.11,0.225,0.1666666666666666,0.7243077098636139
8,30.0,0.0,0.0,0.5,0.0,0.08,0.22,0.1666666666666666,0.7243139964073957
8,30.0,0.0,0.0,0.5,0.0,0.08,0.22,0.1666666666666666,0.7243139964073957
9,1.0,0.0,0.0,0.375,0.0,0.21,0.46,0.0333333333333333,0.6906151749847975
9,2.0,0.0,0.0,0.375,0.0,0.16,0.405,0.0333333333333333,0.692787132757854
9,3.0,0.0,0.0,0.375,0.0,0.17,0.345,0.0333333333333333,0.693668354054118
9,4.0,0.0,0.0,0.375,0.0,0.15,0.36,0.0333333333333333,0.694063276879462
9,5.0,0.375,0.625,0.5,1.0,0.15,0.39,0.1666666666666666,0.6971751689804442
9,6.0,0.375,0.625,0.5,0.0,0.18,0.355,0.1666666666666666,0.6974186445325011
9,7.0,0.375,0.625,0.5,0.0,0.19,0.305,0.1666666666666666,0.6986459958805474
9,8.0,0.375,0.625,0.5,0.0,0.19,0.335,0.1666666666666666,0.7025347972523707
9,9.0,0.0,0.0,0.375,0.875,0.13,0.34,0.3,0.7043201764140733
9,10.0,0.0,0.0,0.375,0.0,0.14,0.33,0.3,0.70477270556937
9,11.0,0.0,0.875,0.25,0.875,0.14,0.37,0.3666666666666666,0.706668306981116
9,12.0,0.0,0.875,0.25,0.0,0.2,0.375,0.3666666666666666,0.7068216378370725
