Execution,Generation,HD_P1,HD_P2,HD_BM,HD_PB,Succ_Crossover_ratio,Succ_Mutation_ratio,NFHT,HV
1,1.0,0.0,0.0,0.0,0.0,0.23,0.395,0.0333333333333333,0.6856815999338335
1,2.0,0.0,0.0,0.625,1.0,0.23,0.335,0.0666666666666666,0.6910656594153937
1,3.0,0.625,0.375,0.125,1.0,0.15,0.3,0.1,0.699680450130332
1,4.0,0.625,0.375,0.125,0.0,0.17,0.265,0.1,0.7020749248275393
1,5.0,0.625,0.375,0.125,0.0,0.17,0.35,0.1,0.7073565687855647
1,6.0,0.625,0.375,0.125,0.0,0.09,0.225,0.1,0.7088465850967166
1,7.0,0.625,0.375,0.125,0.0,0.11,0.285,0.1,0.7093731529622838
1,8.0,0.625,0.375,0.125,0.0,0.17,0.355,0.1,0.7104511342422768
1,9.0,0.625,0.375,0.125,0.0,0.09,0.335,0.1,0.7108777022135556
1,10.0,0.625,0.375,0.125,0.0,0.06,0.32,0.1,0.713336025250668
1,11.0,0.625,0.375,0.125,0.0,0.09,0.285,0.1,0.7141399923061018
1,12.0,0.625,0.375,0.125,0.0,0.1,0.295,0.1,0.7142506814734109
1,13.0,0.625,0.375,0.125,0.0,0.04,0.315,0.1,0.7143145329000069
1,14.0,0.625,0.375,0.125,0.0,0.12,0.25,0.1,0.7188897816456611
1,15.0,0.625,0.375,0.125,0.0,0.11,0.245,0.1,0.719076179459983
1,16.0,0.625,0.375,0.125,0.0,0.14,0.28,0.1,0.7191781990452175
1,17.0,0.625,0.375,0.125,0.0,0.14,0.27,0.1,0.7192766504498813
1,18.0,0.625,0.375,0.125,0.0,0.12,0.255,0.1,0.7193822804833211
1,19.0,0.625,0.375,0.125,0.0,0.12,0.22,0.1,0.7194166548597988
1,20.0,0.625,0.375,0.125,0.0,0.19,0.26,0.1,0.719720969842703
1,21.0,0.625,0.375,0.125,0.0,0.14,0.235,0.1,0.719793810367908
1,22.0,0.625,0.375,0.125,0.0,0.13,0.19,0.1,0.7198475439690342
1,23.0,0.625,0.375,0.125,0.0,0.12,0.19,0.1,0.7200217524043777
1,24.0,0.625,0.375,0.125,0.0,0.13,0.265,0.1,0.7200918426528586
1,25.0,0.625,0.375,0.125,0.0,0.11,0.2,0.1,0.7203042635821137
1,26.0,0.625,0.375,0.125,0.0,0.1,0.25,0.1,0.7203843673179907
1,27.0,0.625,0.375,0.125,0.0,0.11,0.165,0.1,0.720415647505135
1,28.0,0.625,0.375,0.125,0.0,0.12,0.255,0.1,0.7205867647351591
1,29.0,0.625,0.375,0.125,0.0,0.17,0.22,0.1,0.7209838059699399
1,30.0,0.625,0.375,0.125,0.0,0.14,0.19,0.1,0.721001041554646
1,30.0,0.625,0.375,0.125,0.0,0.14,0.19,0.1,0.721001041554646
2,1.0,0.25,0.75,0.625,0.0,0.18,0.45,0.0333333333333333,0.6860812574917998
2,2.0,0.75,0.25,0.5,1.0,0.15,0.375,0.0666666666666666,0.6962041408199606
2,3.0,0.25,0.75,0.375,1.0,0.15,0.385,0.1,0.7063056147515323
2,4.0,0.25,0.75,0.375,0.0,0.13,0.375,0.1,0.7068302713642838
2,5.0,0.0,0.0,0.5,0.5,0.15,0.31,0.1666666666666666,0.7132817927922036
2,6.0,0.0,0.0,0.5,0.0,0.16,0.245,0.1666666666666666,0.7136713878352691
2,7.0,0.0,0.0,0.5,0.0,0.19,0.28,0.1666666666666666,0.7141069013915977
