Execution,Generation,HD_P1,HD_P2,HD_BM,HD_PB,Succ_Crossover_ratio,Succ_Mutation_ratio,NFHT,HV
1,1.0,0.0,0.0,0.0,0.0,0.26,0.405,0.0333333333333333,0.6813607829875282
1,2.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0333333333333333,0.6827985240576008
1,3.0,0.0,0.0,0.0,0.0,0.18,0.295,0.0333333333333333,0.6910789537032371
1,4.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0333333333333333,0.6920036247618997
1,5.0,0.375,0.375,0.25,1.0,0.14,0.42,0.1666666666666666,0.6969033765678911
1,6.0,0.625,0.375,0.0,0.375,0.13,0.0,0.2,0.7008464767124803
1,7.0,0.625,0.375,0.0,0.0,0.1,0.36,0.2,0.7025588936576402
1,8.0,0.0,0.0,0.25,0.5,0.18,0.35,0.2666666666666666,0.7034999204879758
1,9.0,0.0,0.0,0.25,0.0,0.11,0.31,0.2666666666666666,0.7037560588680222
1,10.0,0.875,0.125,0.0,0.5,0.12,0.0,0.3333333333333333,0.7058504129114147
1,11.0,0.875,0.125,0.0,0.0,0.0,0.23,0.3333333333333333,0.7058566555065307
1,12.0,0.375,0.125,0.0,0.375,0.12,0.0,0.4,0.7112629860141484
1,13.0,0.375,0.125,0.0,0.0,0.09,0.0,0.4,0.7164027909890655
1,14.0,0.375,0.125,0.0,0.0,0.19,0.17,0.4,0.7166012698708694
1,15.0,0.375,0.125,0.0,0.0,0.18,0.0,0.4,0.7182226539601121
1,16.0,0.375,0.125,0.0,0.0,0.0,0.08,0.4,0.7182226699079648
1,17.0,0.375,0.125,0.0,0.0,0.07,0.155,0.4,0.7182706576394932
1,18.0,0.375,0.125,0.0,0.0,0.0,0.16,0.4,0.7182706585389452
1,19.0,0.375,0.125,0.0,0.0,0.11,0.115,0.4,0.7182806228897751
1,20.0,0.125,0.375,0.0,0.25,0.1,0.0,0.6666666666666666,0.719938129138513
1,21.0,0.125,0.375,0.0,0.0,0.09,0.0,0.6666666666666666,0.7212498111114328
1,22.0,0.125,0.375,0.0,0.0,0.08,0.0,0.6666666666666666,0.7216808284921666
1,23.0,0.125,0.375,0.0,0.0,0.08,0.0,0.6666666666666666,0.7218160004060835
1,24.0,0.0,0.375,0.125,0.125,0.09,0.105,0.8,0.7226693365826226
1,25.0,0.0,0.375,0.125,0.0,0.05,0.15,0.8,0.7226694962199904
1,26.0,0.0,0.375,0.125,0.0,0.11,0.0,0.8,0.722834104011571
1,27.0,0.0,0.375,0.125,0.0,0.09,0.08,0.8,0.7228040334817818
1,28.0,0.0,0.375,0.125,0.0,0.09,0.11,0.8,0.7228441167445173
1,29.0,0.0,0.375,0.125,0.0,0.08,0.08,0.8,0.722847008115907
1,30.0,0.0,0.375,0.125,0.0,0.11,0.0,0.8,0.722962420465203
1,30.0,0.0,0.375,0.125,0.0,0.11,0.0,0.8,0.722962420465203
2,1.0,0.0,0.0,0.625,0.0,0.2,0.515,0.0333333333333333,0.6726401455263823
2,2.0,0.75,0.125,0.0,0.75,0.23,0.0,0.0666666666666666,0.6964543533849556
2,3.0,0.75,0.125,0.0,0.0,0.0,0.32,0.0666666666666666,0.6999510465045052
2,4.0,0.75,0.125,0.0,0.0,0.15,0.345,0.0666666666666666,0.7010392920403785
2,5.0,0.75,0.125,0.0,0.0,0.0,0.39,0.0666666666666666,0.7014314887044858
2,6.0,0.75,0.125,0.0,0.0,0.17,0.32,0.0666666666666666,0.7034174619472371
2,7.0,0.75,0.125,0.0,0.0,0.0,0.32,0.0666666666666666,0.7036091901028966
2,8.0,0.75,0.125,0.0,0.0,0.19,0.0,0.0666666666666666,0.706716371522432
2,9.0,0.75,0.125,0.0,0.0,0.0,0.3,0.0666666666666666,0.7076817594244809
2,10.0,0.25,0.625,0.0,0.625,0.21,0.0,0.3333333333333333,0.7136585062602259
2,11.0,0.25,0.625,0.0,0.0,0.08,0.0,0.3333333333333333,0.7150650190914303
2,12.0,0.25,0.625,0.0,0.0,0.09,0.12,0.3333333333333333,0.7152309410003133
2,13.0,0.5,0.125,0.0,0.75,0.19,0.0,0.4333333333333333,0.7216893128176998
2,14.0,0.5,0.125,0.0,0.0,0.07,0.0,0.4333333333333333,0.7221052969994353
2,15.0,0.5,0.125,0.0,0.0,0.07,0.0,0.4333333333333333,0.7229661343524173
2,16.0,0.5,0.125,0.0,0.0,0.05,0.105,0.4333333333333333,0.7229851290940806
2,17.0,0.5,0.125,0.0,0.0,0.05,0.13,0.4333333333333333,0.7229887836571857
2,18.0,0.5,0.125,0.0,0.0,0.01,0.0,0.4333333333333333,0.723171441000921
2,19.0,0.625,0.125,0.0,0.625,0.08,0.0,0.6333333333333333,0.723870413536609
2,20.0,0.625,0.125,0.0,0.0,0.04,0.0,0.6333333333333333,0.7239360300804419
2,21.0,0.625,0.125,0.0,0.0,0.03,0.12,0.6333333333333333,0.723909742794836
2,22.0,0.625,0.125,0.0,0.0,0.06,0.0,0.6333333333333333,0.7239970909194268
2,23.0,0.625,0.125,0.0,0.0,0.04,0.0,0.6333333333333333,0.7240289763728684
2,24.0,0.625,0.125,0.0,0.0,0.0,0.06,0.6333333333333333,0.7256274423953163
