State,Stationary_Probability
SPC_NONE,0.182113
TPC_NONE,0.161555
SPC_MPOLY,0.141120
SPC_MNUF,0.130426
TPC_MPOLY,0.112477
TPC_MNUF,0.111123
UC_MPOLY,0.081426
UC_MNUF,0.049854
UC_NONE,0.029907
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
