State,Stationary_Probability
SPC_MNUF,0.173478
TPC_MPOLY,0.173436
TPC_NONE,0.172438
SPC_NONE,0.111160
TPC_MNUF,0.099397
SPC_MPOLY,0.091313
UC_MNUF,0.070597
UC_MPOLY,0.068475
UC_NONE,0.039707
SBX_MNUF,0.000000
SBX_MPOLY,0.000000
SBX_NONE,0.000000
