State,Stationary_Probability
TPC_NONE,0.306535
UC_NONE,0.217964
SPC_NONE,0.184250
SPC_MPOLY,0.094393
TPC_MPOLY,0.060046
UC_MPOLY,0.038930
TPC_MNUF,0.031826
SBX_MNUF,0.023861
UC_MNUF,0.020976
SBX_MPOLY,0.010838
SBX_NONE,0.010379
NONE_MNUF,0.000000
NONE_MPOLY,0.000000
SPC_MNUF,0.000000
