State,Stationary_Probability
TPC_NONE,0.201987
UC_NONE,0.177509
SBX_MPOLY,0.146469
SPC_NONE,0.129782
SPC_MPOLY,0.071718
UC_MPOLY,0.059554
TPC_MPOLY,0.059172
UC_MNUF,0.056805
TPC_MNUF,0.034110
SBX_NONE,0.023166
NONE_MPOLY,0.019864
SPC_MNUF,0.010099
SBX_MNUF,0.009765
NONE_MNUF,0.000000
