State,Stationary_Probability
SPC_NONE,0.258608
UC_NONE,0.167788
TPC_NONE,0.160798
SPC_MPOLY,0.091989
SBX_MPOLY,0.085318
UC_MPOLY,0.069916
TPC_MPOLY,0.061016
TPC_MNUF,0.029943
NONE_MPOLY,0.029787
SPC_MNUF,0.014971
SBX_MNUF,0.010050
UC_MNUF,0.009946
SBX_NONE,0.009870
NONE_MNUF,0.000000
