exec,generation,operator,is_pareto,is_selected,f0,f1,f2
25,1,SPC_MPAR,0,0,-0.5259323325514892,1879971500.0,9525412.0
25,1,SPC_MSWAP,0,0,-0.52879453079195,976355244.0,4249252.0
25,1,SPC_NONE,1,1,-0.5460346629000884,1443312620.0,5658660.0
25,1,TPC_MPAR,1,0,-0.5278248592559116,470016172.0,3021476.0
25,1,TPC_MSWAP,0,0,-0.5339186509545684,1538152236.0,5746596.0
25,1,TPC_NONE,1,0,-0.5336352766333924,595327276.0,3476388.0
25,1,UC_MPAR,1,0,-0.5430002433569604,680415660.0,4031140.0
25,1,UC_MSWAP,0,0,-0.5417719191939225,2524208236.0,5134116.0
25,1,UC_NONE,0,0,-0.5248140277339572,1406846508.0,3752356.0
25,1,NONE_MPAR,0,0,-0.5391402144155131,817487916.0,4044708.0
25,1,NONE_MSWAP,1,0,-0.5364717353691171,876421740.0,2802468.0
25,1,NONE_NONE,0,0,-0.5352352838445898,949310124.0,2905252.0
25,2,SPC_MPAR,0,0,-0.5361593819920245,2852424172.0,7932964.0
25,2,SPC_MSWAP,0,0,-0.5121332004921806,1683502636.0,4159908.0
25,2,SPC_NONE,1,1,-0.5296295075377496,592120044.0,2270756.0
25,2,TPC_MPAR,1,0,-0.539799170591473,653425516.0,4465444.0
25,2,TPC_MSWAP,1,0,-0.5291959851984243,542429804.0,2470180.0
25,2,TPC_NONE,0,0,-0.5184425011391802,1285701100.0,4644900.0
25,2,UC_MPAR,0,0,-0.5403395476072573,1493847084.0,4308388.0
25,2,UC_MSWAP,0,0,-0.5315691670250208,1135872492.0,6667300.0
25,2,UC_NONE,1,0,-0.5320388478508693,649331756.0,1464228.0
25,2,NONE_MPAR,1,0,-0.550233148352445,1276433452.0,4297124.0
25,2,NONE_MSWAP,0,0,-0.5291575627216025,632526380.0,4591012.0
25,2,NONE_NONE,1,0,-0.5508905394240688,1464157036.0,6898980.0
25,3,SPC_MPAR,1,1,-0.5251042003986319,315311404.0,3646372.0
25,3,SPC_MSWAP,1,0,-0.5381361208006827,861577580.0,3152676.0
25,3,SPC_NONE,0,0,-0.5397030486844853,1224070700.0,4368804.0
25,3,TPC_MPAR,0,0,-0.5498925639464547,669179564.0,6020260.0
25,3,TPC_MSWAP,0,0,-0.5405664934150758,1978371308.0,4135460.0
25,3,TPC_NONE,1,0,-0.5420457929924815,1785605228.0,3291428.0
25,3,UC_MPAR,0,0,-0.5342946034297877,2094141036.0,3209508.0
