exec,generation,operator,is_pareto,is_selected,f0,f1,f2
3,1,SPC_MPAR,1,1,-0.512906809140162,397326316.0,1720356.0
3,1,SPC_MSWAP,1,0,-0.5572474066101657,1064165740.0,5725476.0
3,1,SPC_NONE,1,0,-0.5164344021755058,356838700.0,2569124.0
3,1,TPC_MPAR,0,0,-0.5365803717474644,1015676396.0,5638180.0
3,1,TPC_MSWAP,0,0,-0.5289563680632529,1238249324.0,4751652.0
3,1,TPC_NONE,1,0,-0.5497019548339339,701176364.0,5804452.0
3,1,UC_MPAR,0,0,-0.5316729463151968,956973356.0,4333988.0
3,1,UC_MSWAP,1,0,-0.5455123862655378,853371820.0,2903716.0
3,1,UC_NONE,0,0,-0.538225191897738,1577412524.0,4867748.0
3,1,NONE_MPAR,0,0,-0.518170958500693,1571844908.0,3325348.0
3,1,NONE_MSWAP,1,0,-0.539765916070756,558130156.0,3768868.0
3,1,NONE_NONE,1,0,-0.5220822390503996,544206188.0,2260772.0
3,2,SPC_MPAR,0,0,-0.5450721227484244,1635628076.0,5591460.0
3,2,SPC_MSWAP,1,1,-0.549958472742465,676800620.0,3254052.0
3,2,SPC_NONE,0,0,-0.5495432858758583,1195236268.0,4925092.0
3,2,TPC_MPAR,0,0,-0.5457034498180993,2789404332.0,10164900.0
3,2,TPC_MSWAP,1,0,-0.5585903468924701,769034732.0,8002596.0
3,2,TPC_NONE,1,0,-0.5576435584580554,1253484140.0,5304100.0
3,2,UC_MPAR,0,0,-0.5336624748577905,1001574508.0,4532004.0
3,2,UC_MSWAP,0,0,-0.5532262184636412,1881603756.0,6063268.0
3,2,UC_NONE,0,0,-0.5211381665141308,1337315820.0,2983972.0
3,2,NONE_MPAR,0,0,-0.5306304679961505,776779564.0,3857828.0
3,2,NONE_MSWAP,0,0,-0.5301278579267154,3073326124.0,7360420.0
3,2,NONE_NONE,1,0,-0.5276869414304068,1268406380.0,2979620.0
3,3,SPC_MPAR,0,0,-0.5382188568241195,1258389100.0,5232932.0
3,3,SPC_MSWAP,1,1,-0.5450920993354318,805852780.0,2798884.0
3,3,SPC_NONE,0,0,-0.525454238031846,612550508.0,4016420.0
3,3,TPC_MPAR,1,0,-0.532800598865008,328088556.0,1703460.0
3,3,TPC_MSWAP,1,0,-0.5469715322771935,949306668.0,3527588.0
3,3,TPC_NONE,0,0,-0.5269804488927894,1069699116.0,4027812.0
3,3,UC_MPAR,1,0,-0.5415058767903783,652003500.0,3739812.0
3,3,UC_MSWAP,0,0,-0.5251897403631768,1083596012.0,2209316.0
3,3,UC_NONE,0,0,-0.5300433313338138,1382539052.0,3328932.0
3,3,NONE_MPAR,1,0,-0.5455213068816892,669309740.0,3601316.0
3,3,NONE_MSWAP,0,0,-0.5292477591561674,865868012.0,5897764.0
3,3,NONE_NONE,0,0,-0.5324152008467458,1611478700.0,5536932.0
3,4,SPC_MPAR,0,0,-0.5348581726218128,1506388652.0,5102244.0
3,4,SPC_MSWAP,0,0,-0.5204569930316485,1801229228.0,5569188.0
3,4,SPC_NONE,1,1,-0.5574232269960951,2340063084.0,6647076.0
3,4,TPC_MPAR,0,0,-0.5353152520305625,779210348.0,4175140.0
3,4,TPC_MSWAP,0,0,-0.5255517211399166,1755866988.0,5681444.0
3,4,TPC_NONE,0,0,-0.5225637377696282,938822892.0,3860004.0
3,4,UC_MPAR,1,0,-0.5448202091830765,745514412.0,3096740.0
3,4,UC_MSWAP,0,0,-0.5260888045464234,934601836.0,3526436.0
3,4,UC_NONE,0,0,-0.5189084954662077,1140605100.0,4229796.0
3,4,NONE_MPAR,1,0,-0.5414456795496618,480957228.0,4350884.0
3,4,NONE_MSWAP,1,0,-0.5311295274956254,732329388.0,3225252.0
3,4,NONE_NONE,0,0,-0.5314978638183001,1773910380.0,5701924.0
3,5,SPC_MPAR,0,0,-0.5337571660667042,934832428.0,4413348.0
3,5,SPC_MSWAP,1,1,-0.5332123730038868,352831596.0,3001124.0
3,5,SPC_NONE,0,0,-0.5391676094745884,872596524.0,3101092.0
3,5,TPC_MPAR,1,0,-0.5407827915614226,650693292.0,2624676.0
3,5,TPC_MSWAP,1,0,-0.5417073623961063,849198572.0,1884196.0
3,5,TPC_NONE,1,0,-0.5424442078696086,801013676.0,4590756.0
3,5,UC_MPAR,0,0,-0.532031187143872,1442009452.0,7202596.0
3,5,UC_MSWAP,0,0,-0.5306739042373705,979913004.0,4251556.0
3,5,UC_NONE,0,0,-0.529376510519026,606650860.0,4053028.0
3,5,NONE_MPAR,1,0,-0.5321297581940243,295104108.0,2011940.0
3,5,NONE_MSWAP,1,0,-0.5468316786951547,1605599468.0,2658340.0
3,5,NONE_NONE,0,0,-0.5285844598307415,958396652.0,2692644.0
3,6,SPC_MPAR,0,0,-0.5336570256142887,685752300.0,1791012.0
3,6,SPC_MSWAP,1,1,-0.536674950926456,317439724.0,1744420.0
3,6,SPC_NONE,0,0,-0.5363604864502001,1009217964.0,2778788.0
3,6,TPC_MPAR,0,0,-0.5292046826961984,1210298988.0,4560676.0
3,6,TPC_MSWAP,0,0,-0.5192802361114807,1396730924.0,4799908.0
3,6,TPC_NONE,0,0,-0.5267447049105168,1638357996.0,6161956.0
3,6,UC_MPAR,0,0,-0.5380818690107633,4036002348.0,9180580.0
3,6,UC_MSWAP,0,0,-0.5271432439009034,644989484.0,4093348.0
3,6,UC_NONE,0,0,-0.5250373152490995,1065041516.0,5450532.0
3,6,NONE_MPAR,0,0,-0.5366997913993984,4275955692.0,8262692.0
3,6,NONE_MSWAP,1,0,-0.5409432547892151,1505552236.0,9160996.0
